Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*18*1*1;RUE CHARDON LAGACHE;T2;Neutralisé;Non;2;Oui;BELIB;;RUE CHARDON LAGACHE;75016;Paris;France;48.846761,2.268339
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;E/F;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;CHAdeMO;Disponible;Oui;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*38*1*3;RUE PERIGNON;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;RUE PERIGNON;75007;Paris;France;48.847931,2.309952
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;E/F;Neutralisé;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*22*1*3;RUE LECOURBE;T3;En diagnostic;Non;170;Oui;BELIB;;RUE LECOURBE;75015;Paris;France;48.841529,2.298576
FR*V75*EBELI*22*1*3;RUE LECOURBE;Combo;En diagnostic;Oui;170;Oui;BELIB;;RUE LECOURBE;75015;Paris;France;48.841529,2.298576
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;T3;Hors communication;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;CHAdeMO;En diagnostic;Oui;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*72*1*1;RUE DE L'AMIRAL MOUCHEZ;Combo;Hors communication;Oui;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*72*1*2;RUE DE L'AMIRAL MOUCHEZ;E/F;Hors communication;Non;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*19*1*3;RUE DE CRIMEE;T3;Disponible;Non;27;Oui;BELIB;;RUE DE CRIMEE;75019;Paris;France;48.877409,2.392178
FR*V75*EBELI*19*1*2;RUE DE CRIMEE;E/F;Disponible;Non;27;Oui;BELIB;;RUE DE CRIMEE;75019;Paris;France;48.877409,2.392178
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;Combo;Disponible;Oui;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*33*1*3;RUE DANTON;T2;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*34*1*1;RUE DE RENNES;T2;Hors communication;Non;66;Oui;BELIB;;RUE DE RENNES;75006;Paris;France;48.8521255,2.3313459
FR*V75*EBELI*52*1*3;RUE FABERT;E/F;Hors communication;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*1;RUE FABERT;CHAdeMO;Hors communication;Oui;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*13*1*2;BOULEVARD DE CLICHY;E/F;Hors communication;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*57*1*3;AVENUE GOURGAUD;T3;Disponible;Non;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*26*1*2;RUE ETIENNE MARCEL;E/F;Disponible;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*98*1*3;Quai Henry IV;Combo;Disponible;Oui;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*95*1*1;Paris - avenue iena;T2;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*95*1*3;Paris - avenue iena;E/F;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*27*1*2;RUE DE L'AMIRAL DE COLIGNY;E/F;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;T3;Disponible;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*82*1*3;RUE RIQUET;T3;Neutralisé;Non;39;Oui;BELIB;;RUE RIQUET;75019;Paris;France;48.889011,2.371768
FR*V75*EBELI*37*1*1;RUE DU BAC;T3;Disponible;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*20*1*1;81 RUE DE ROME;T2;Disponible;Non;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*20*1*1;81 RUE DE ROME;CHAdeMO;Disponible;Oui;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*32*1*1;RUE MONGE;Combo;Disponible;Oui;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*86*1*1;RUE ORDENER;Combo;Disponible;Oui;108;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*80*1*1;RUE DES POISSONIERS;T2;Disponible;Non;150;Oui;BELIB;;RUE DES POISSONIERS;75018;Paris;France;48.897671,2.352758
FR*V75*EBELI*80*1*3;RUE DES POISSONIERS;E/F;Disponible;Non;150;Oui;BELIB;;RUE DES POISSONIERS;75018;Paris;France;48.897671,2.352758
FR*V75*EBELI*51*1*3;BD EDGARD QUINET;T3;Disponible;Non;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*9*1*1;AVENUE DES TERNES;Combo;Disponible;Oui;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*9*1*1;AVENUE DES TERNES;E/F;Disponible;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;Combo;Disponible;Oui;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;T2;Disponible;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*77*1*3;AVENUE MARCEL DORET;Combo;Disponible;Oui;4;Oui;BELIB;;AVENUE MARCEL DORET;75016;Paris;France;48.837055,2.259932
FR*V75*EBELI*96*1*2;Berbier du Mets;E/F;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*74*1*1;RUE DE VOUILLE;T2;Occupé;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*48*1*3;BD VINCENT AURIOL;Combo;Disponible;Oui;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*48*1*1;BD VINCENT AURIOL;Combo;Disponible;Oui;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*62*1*1;72 RUE DE ROME;T3;Occupé;Non;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*78*1*3;BOULEVARD MURAT;CHAdeMO;Neutralisé;Oui;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;T3;Occupé;Non;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*71*1*3;234 RUE DE TOLBIAC;Combo;Disponible;Oui;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*7*1*3;BOULEVARD VOLTAIRE;T2;En diagnostic;Non;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*7*1*3;BOULEVARD VOLTAIRE;E/F;En diagnostic;Non;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*56*1*1;RUE ANTONIN MERCIE;CHAdeMO;En diagnostic;Oui;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*87*1*1;RUE BOULEVARD DU TEMPLE;E/F;Disponible;Non;27;Oui;BELIB;;BOULEVARD DU TEMPLE;75003;Paris;France;48.865097,2.36554
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;T2;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*SOD*E*BELI*25*1*1*_;RUE ORDENER 2;T3;Disponible;Non;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*SOD*E*BELI*25*1*1*_;RUE ORDENER 2;E/F;Disponible;Non;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*33*1*1;RUE DANTON;CHAdeMO;Disponible;Oui;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*25*1*3;RUE ORDENER 2;CHAdeMO;Hors communication;Oui;27;Oui;BELIB;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*34*1*2;RUE DE RENNES;E/F;Hors communication;Non;66;Oui;BELIB;;RUE DE RENNES;75006;Paris;France;48.8521255,2.3313459
FR*V75*EBELI*52*1*1;RUE FABERT;T2;Hors communication;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*65*1*1;RUE DE MEDICIS;E/F;Hors communication;Non;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*6*1*3;PLACE ARMAND CARREL;T3;Hors communication;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*6*1*1;PLACE ARMAND CARREL;T3;Hors communication;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;T3;Hors communication;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*57*1*2;AVENUE GOURGAUD;E/F;Disponible;Non;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*57*1*3;AVENUE GOURGAUD;T2;Disponible;Non;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*26*1*3;RUE ETIENNE MARCEL;CHAdeMO;Neutralisé;Oui;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;E/F;Disponible;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;Combo;Disponible;Oui;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*26*1*1;RUE ETIENNE MARCEL;T3;Disponible;Non;44;Oui;BELIB;;RUE ETIENNE MARCEL;75001;Paris;France;48.865311,2.343436
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;CHAdeMO;Disponible;Oui;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;CHAdeMO;Hors communication;Oui;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*47*1*3;BOULEVARD MASSENA;T2;En diagnostic;Non;107;Oui;BELIB;;BOULEVARD MASSENA;75013;Paris;France;48.820007,2.365661
FR*V75*EBELI*47*1*3;BOULEVARD MASSENA;E/F;En diagnostic;Non;107;Oui;BELIB;;BOULEVARD MASSENA;75013;Paris;France;48.820007,2.365661
FR*V75*EBELI*27*1*1;RUE DE L'AMIRAL DE COLIGNY;Combo;Disponible;Oui;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*68*1*2;RUE DU FAUBOURG SAINT MARTIN;E/F;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;Combo;Disponible;Oui;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*66*1*1;RUE DE SEVRES;CHAdeMO;Hors communication;Oui;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*66*1*1;RUE DE SEVRES;T2;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*66*1*1;RUE DE SEVRES;T3;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*14*1*3;BOULEVARD DE VAUGIRARD;CHAdeMO;Disponible;Oui;43;Oui;BELIB;;BOULEVARD DE VAUGIRARD;75015;Paris;France;48.840977,2.317465
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;CHAdeMO;Disponible;Oui;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*32*1*1;RUE MONGE;T3;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;Combo;Disponible;Oui;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;E/F;Disponible;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;CHAdeMO;Neutralisé;Oui;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*80*1*1;RUE DES POISSONIERS;CHAdeMO;Disponible;Oui;150;Oui;BELIB;;RUE DES POISSONIERS;75018;Paris;France;48.897671,2.352758
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;E/F;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;Combo;Disponible;Oui;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;Combo;Disponible;Oui;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;T2;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*97*1*3;Docteur Goujon;CHAdeMO;Occupé;Oui;5;Oui;BELIB;;Rue Docteur Goujon;75012;Paris;France;48.839947,2.397822
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;T3;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*58*1*2;RUE DE COURCELLES;E/F;Occupé;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*77*1*1;AVENUE MARCEL DORET;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;AVENUE MARCEL DORET;75016;Paris;France;48.837055,2.259932
FR*V75*EBELI*77*1*3;AVENUE MARCEL DORET;E/F;Disponible;Non;4;Oui;BELIB;;AVENUE MARCEL DORET;75016;Paris;France;48.837055,2.259932
FR*V75*EBELI*4*1*3;AVENUE VICTOR HUGO;T2;Neutralisé;Non;45;Oui;BELIB;;AVENUE VICTOR HUGO;75016;Paris;France;48.871465,2.289894
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;CHAdeMO;Disponible;Oui;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*46*1*2;COURS DE VINCENNES;E/F;Disponible;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*31*1*3;RUE SAINT JACQUES;T3;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*3*1*1;AVENUE DE LA GRANDE ARMEE;CHAdeMO;Disponible;Oui;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*42*1*3;RUE LOUIS MURAT;Combo;Disponible;Oui;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*62*1*3;72 RUE DE ROME;CHAdeMO;Disponible;Oui;72;Oui;BELIB;;RUE DE ROME;75008;Paris;France;48.880698,2.321369
FR*V75*EBELI*15*1*3;RUE ABEL;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*15*1*2;RUE ABEL;E/F;Occupé;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*38*1*1;RUE PERIGNON;T3;Disponible;Non;2;Oui;BELIB;;RUE PERIGNON;75007;Paris;France;48.847931,2.309952
FR*V75*EBELI*71*1*2;234 RUE DE TOLBIAC;E/F;Neutralisé;Non;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*71*1*3;234 RUE DE TOLBIAC;E/F;Disponible;Non;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*79*1*1;BOULEVARD DE COURCELLES;CHAdeMO;Disponible;Oui;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;T2;Neutralisé;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*7*1*1;BOULEVARD VOLTAIRE;T2;En diagnostic;Non;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;Combo;Hors communication;Oui;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*23*1*3;RUE SAINT MAUR;T3;Hors communication;Non;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*72*1*1;RUE DE L'AMIRAL MOUCHEZ;T3;Hors communication;Non;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*87*1*3;RUE BOULEVARD DU TEMPLE;T3;Disponible;Non;27;Oui;BELIB;;BOULEVARD DU TEMPLE;75003;Paris;France;48.865097,2.36554
FR*SOD*E*BELI*25*1*1*_;RUE ORDENER 2;Combo;Disponible;Oui;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*2*1*3;RUE LA FAYETTE;CHAdeMO;En diagnostic;Oui;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;T3;En diagnostic;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*34*1*1;RUE DE RENNES;E/F;Hors communication;Non;66;Oui;BELIB;;RUE DE RENNES;75006;Paris;France;48.8521255,2.3313459
FR*V75*EBELI*52*1*2;RUE FABERT;E/F;Hors communication;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*1;RUE FABERT;Combo;Hors communication;Oui;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;T2;Hors communication;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;Combo;Hors communication;Oui;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;T3;Hors communication;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*57*1*1;AVENUE GOURGAUD;T2;En diagnostic;Non;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;T3;Hors communication;Non;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*98*1*1;Quai Henry IV;Combo;Disponible;Oui;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*27*1*3;RUE DE L'AMIRAL DE COLIGNY;T2;Neutralisé;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;CHAdeMO;Neutralisé;Oui;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*53*1*2;RUE DESNOUETTES;E/F;En diagnostic;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;E/F;En diagnostic;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*41*1*3;RUE PIERRE CHARRON;T3;Neutralisé;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*82*1*1;RUE RIQUET;T3;Neutralisé;Non;39;Oui;BELIB;;RUE RIQUET;75019;Paris;France;48.889011,2.371768
FR*V75*EBELI*37*1*2;RUE DU BAC;E/F;Disponible;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*37*1*3;RUE DU BAC;T3;Disponible;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*32*1*3;RUE MONGE;CHAdeMO;Disponible;Oui;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*92*1*3;Rue de La Convention;T2;Disponible;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*49*1*1;RUE DIDOT;T3;Disponible;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*35*1*3;AVENUE DE SAXE;T2;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*11*1*1;AVENUE PAUL DOUMER;T2;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*59*1*1;AVENUE DE LA PORTE DE VILLIERS;Combo;Disponible;Oui;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*59*1*2;AVENUE DE LA PORTE DE VILLIERS;E/F;Neutralisé;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;T3;Neutralisé;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*1*1*1;Place Saint Gervais;CHAdeMO;Neutralisé;Oui;4;Oui;BELIB;;PLACE SAINT GERVAIS;75004;Paris;France;48.855667,2.354089
FR*V75*EBELI*5*1*3;AV DUTUIT;CHAdeMO;Disponible;Oui;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*5*1*3;AV DUTUIT;Combo;Disponible;Oui;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*24*1*3;RUE VILLIOT;CHAdeMO;Disponible;Oui;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*24*1*3;RUE VILLIOT;Combo;Disponible;Oui;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*21*1*3;RUE DE TOLBIAC;T2;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;T2;Disponible;Non;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*81*1*1;AVENUE DE SAINT OUEN;T3;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*97*1*3;Docteur Goujon;Combo;Occupé;Oui;5;Oui;BELIB;;Rue Docteur Goujon;75012;Paris;France;48.839947,2.397822
FR*V75*EBELI*89*1*3;RUE ADOLPHE MILLE;T2;Disponible;Non;9;Oui;BELIB;;RUE ADOLPHE MILLE;75019;Paris;France;48.88842,2.388149
FR*V75*EBELI*67*1*2;PLACE DU COLONEL FABIEN;E/F;Disponible;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*36*1*3;AVENUE BOSQUET;CHAdeMO;Occupé;Oui;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*36*1*1;AVENUE BOSQUET;T3;Neutralisé;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;T2;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;Combo;Disponible;Oui;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*63*1*1;BOULEVARD DES CAPUCINES;CHAdeMO;Disponible;Oui;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
